OTU,avg_11,avg_22,avg_33,avg_44,avg_55,avg_66,avg_77,avg_88,avg_99,avg_166,avg_365
564487,0,0.4,31.25,1,377.8,18.6,137,44.6,24.2,39.33333333,0.4
212159,0,0,0,0.2,0.2,1,4.666666667,10,13.8,4.666666667,0.8
1078582,6.4,5.8,0,6.4,6.8,38.6,13,12.8,76.4,3.666666667,8
1126297,1.8,6,0.25,0.2,22.2,1.4,1248.333333,11.6,16.8,10.66666667,1.6
878765,0,0,0,0,0.6,8.4,2.333333333,5.2,6.8,24,1.6
1110000,0,0,0,0,0,0,0,0,0,0,1
3833747,0,0,0,0,0,0,0,0,1.4,0,0
518524,0,0,0,12.8,0,0.4,0,2.8,0.6,1.666666667,8.8
1053703,0,0.6,0,0,0.2,1.2,4,3.4,5.4,0.333333333,1
562141,0,0,0,1.4,0,2.4,10.33333333,6.8,8.2,2.666666667,1.6
976441,0,0,0,0,0.4,0.2,0,5.4,2.2,0,1
4354703,3.2,35.8,22,167.6,224.2,528.4,318.6666667,1549.2,2654.8,418.6666667,99.6
107529,0,0.4,0.25,0,0.6,42.8,0,5.6,42,12.66666667,5.4
70559,0,0,0,0,0.4,0,0,0.4,0,0,0
4339351,0,65,4.5,47.6,43.6,180.6,532.6666667,1064.4,1038.4,238,169.4
4339772,0,1.4,0,7.4,653.8,8,129.3333333,258,20.8,80.33333333,15.4
2665096,0.4,0,0,0.2,1.6,0,1,0.2,0,0.333333333,0.4
236952,0,0,0,0,0,0,0,0,0,0,99.8
317024,0,0,0,0.6,0,0,0,2,0.6,1,0
465948,0,0,0,4.2,0,0.8,0,4,90.8,0.333333333,0
161490,0,0.2,0,0,0.4,0,27,6.4,3.8,5.666666667,1.2
862357,0,0.6,0,0.8,76,44.4,23.66666667,144,173.8,3.333333333,84.2
4361153,12.8,0,1.75,0,0,0,0,0,1.8,0,0
4357677,0.2,0,0,0,0,0,0,0.4,4.8,0,0.6
4426972,0,0,0,0,0,0,0,0,1.2,0,0
851799,0,0,0,8.8,248.2,78.6,88.66666667,0,0,0,2.2
253429,0.2,103.4,9.25,51.4,109,11.2,9.666666667,160.8,13.6,200,22.6
106749,0.6,66.8,0,41.6,0,16.2,175,461,5.8,0,0
677049,0,0.4,0.25,1,0.4,0.4,0,0.4,0,0.333333333,0
2688907,0.8,4.2,4.25,11.2,1.8,0.4,0,8.8,0,3,0
573326,0,0.4,0.25,0.8,0.2,0.2,0,0.6,0,0.666666667,0
101293,0,0.6,0,3.2,0.8,0,0,1.4,0,0,0
4329518,178.8,585.4,647.25,1522.8,229.2,166.8,13.66666667,945,11.4,759.3333333,27.2
510360,0.6,0,8.5,12.8,5.2,4.2,195.6666667,21,0.2,213,2.6
4455618,1.2,0,0,0,883.4,0,0,0,0,0,0
3778553,2.2,20,1891,0,30.8,75.8,11,8.6,0,0.333333333,1.2
345793,0,0,1.75,0,0,0,0,0,0,0,0
1046254,0,0,0,0,0.6,0.6,0,0.2,3.2,0,1.4
915265,0,0,0,0,0,0,0,0,2,0,0
1018359,0,0,0,0,0,0,0.666666667,2.4,0.4,0,0.2
975335,0,0,0,0,11.2,4.2,54,11,2.6,25.66666667,2.2
4400735,0,0,0,0,0,0,0,0,1,1,0
545721,0,0,0,0,0,6,0,1.2,0,0,0
856135,0,0,0,0,0.8,2,0.333333333,1,0,92.66666667,0
951659,0,0,0,0,3.8,1.6,19.33333333,0.6,6.8,1,4.2
952171,0,0,0,0,0,1,2,4.8,0,0,0
2750874,0,0.6,6,1.4,0.4,21,23.66666667,16.8,1.6,23.33333333,0.8
81798,0,0,0,0,0,0,0,0,0,0,5.8
1048870,0,0,0,0,0,0,0,0,3.4,0,0
146138,0,0,0,0,0,0,0,0,408.4,0,12.8
4306989,0,0,0,0,0,0,0,0,0.4,0,34.6
984707,0,0,0,0,9.2,0,29.66666667,223.2,35.8,6.666666667,47.8
511866,0,0,0,0,0,116.6,0,31.4,0.6,0,0
4427678,0,0,0,0,0,0,0,0,0.6,0,0.8
4382605,0,0,0,0,0,0,2,0.2,1,1.666666667,11.2
325365,0,0,0,0,0,0,0,0,17,0,0.4
82403,0,0,0,0,0,0,0,0,2.2,0.333333333,0.6
772410,0,0,0,0,0,0.4,0,0,26.4,0,134.8
2792167,0,0,0,0,0,0,0,0,0,0,57.4
834363,0,0,0,0,0,0,0,0,0,3.666666667,0
4457836,0,0,0,0,0,1.4,0,0,8.8,0,20
853114,0,0,0,0,0,0,0,0,2.4,0,21.4
967097,0,0,0,0,0.2,0,0,0,6.2,0,0.8
4462567,0,0,0,11.6,0,0,0,1,0,0,0
1689895,0,0,0,0,0,0,0,0,0,0,0
1129515,0,0,0,0,12.8,48.4,0,0,2.6,0,36.4
594013,0,0,0,0,0,0,2.666666667,1,6.6,0,8.6
141868,0,0,0,0,0,0,0,0,0,0,212
1124030,0,0,0,0,0,0,0,0,0.4,0,1.6
4296430,0,0,0,0,0,0,0,0,0,0,4.6
1064410,0,0,0,0,0,0,0,1.2,1.6,0,2.2
1637549,0,0,0,0,0,0,0.666666667,0.4,0,0,5.8
2578886,0,0,0,0,0,1,0,5,0,0,3.8
4187388,0,1,0,0,0.6,4.4,2.666666667,3.2,0.4,2.333333333,1.6
445860,0,0,0,0,31.8,0,0,0,92.6,19.66666667,1.2
789394,0,0,0,0,0,0,0,0,0.4,0,35.6
736771,0,0,0,0,0.6,2.4,2.333333333,0,162.2,0.333333333,24.8
693348,0,0,0.25,0,22.2,0,0.333333333,2.4,382.8,8.666666667,0.6
1069370,0,0,0,0,0,2.6,0,0,13,0,0
892993,0,0,0,0,0,0,0,0,0,0,0
1077505,0,0,0,0,0,36.8,0,0,46.2,0,55.2
1857060,0,0,0,0,0,0,0,0,3,0,0
852162,0,0,0,0,0,0,0,0,10.6,0,0
866836,0,0,0,0,0.2,0,0,0,267.4,0,16.2
957330,0,0,0,0,0,0,0,0,10.2,0,0.4
211578,0,0,0,0,0.2,0,0.333333333,0,9,0,17.4
612951,0,0,0,0,0,0,0,0,4.4,0,0
3270462,0,0,0,0,0,0,0,0,5,0,0
57713,0,0,0,0,0,0,0,0,136.2,1.333333333,305
440096,0,0,0,0,0,0,0,0,0,0,0
4371107,0,0,0,0,0,0,0,0,0.6,0.666666667,5.8
778762,0,0,0,0,0.8,1.6,0,4.6,0.2,2,0.8
211507,0,0,0,0,0,0,0,0,0.4,0,3.2
945321,0,0,0,0,0.2,0,0,0,1.8,6.666666667,0
247758,0,0,0,0,0,0,0,0,0,0,12.6
12798,0,0,0,0,0.6,4.2,1.333333333,1.6,1.2,1.333333333,5
4468125,0,0.6,77,25.8,12.8,67,83.33333333,17,8.6,16,83
875451,0.4,1.2,4.25,2.4,1,1.8,5,1.4,2.6,3,1.2
543675,0,0.6,3.75,4.4,16.6,5.4,11.33333333,15.6,2.8,8,5.4
13047,0,0,0,0,0,0,0,0,3.2,2,3.4
4459446,0.4,0,0,0,0,0,0,0,1.2,1.333333333,1
815498,0,0,0,0,0,0,0,0,0.2,0,4.8
552685,0,0,0,0,0,0,0,0,49,0.333333333,0.6
11431,0,0,0,0,0,0,0,0,2.8,0,0
4442910,0,0.4,0,3.2,25.4,15.4,25.66666667,26.2,0,0,0
4416592,0,0,0,0.4,1,0.4,3.333333333,2,0,0,0
4339720,0,0,0,0,0.6,0,0.333333333,0.2,0.2,3.666666667,0
739867,0,0.6,4.25,7,1.4,15.2,8,2.4,0,6,0
12221,0.2,0,0,0,0,0,0,1,1.2,2.666666667,2.2
1144585,0,0,0,0,2,1.2,3.666666667,20.4,3.6,18.66666667,13.2
635096,0,0,0.25,0,0.2,1.2,0.333333333,0.6,0.8,1.333333333,2.6
935688,0,0,0,0,0.8,0,1,166.2,197.6,230.3333333,55.4
170834,0,0,0,0,0,0,0,3.8,3.2,5,0.2
4454153,0,0,0,0,0,0,0,1.4,1,1.666666667,0.4
177797,0,0,0,0,0,0,0,1.6,2.6,4.333333333,0.2
4468850,0,0,0,0,0.6,1,0,1.8,3.2,1.666666667,1.2
878161,0,0,0,0,0,0,0,0,5.4,0,0.2
250794,0,0,0,0,0,5.4,0,0,0.2,0,0.4
578358,0,0,0,0,0,0,0,0,0,0,0
128551,0,0,0,0,0,0,0,32.6,0,0,0
4001495,1,0,0.25,0,0,0,0,0,0,0,1.2
4420570,0,0,0,0.4,0.4,0.4,0,0,0.2,0,2.8
811424,0,0,0,0,0,0,0,0,2.8,0,10
100737,0,0,0,0,0,0.2,0,0,0,0,31.4
697714,0,0,0,0,0,0,0,0,25.2,0,0
350772,0,0,0,0,0,0,0,0,2.4,0,4.4
813557,0,0,0,0,0,0,0,0,30.8,0,0.8
231447,0,0,0,0,0,0,0,0,3.6,0,0
142233,0,0,0,0,0,0,0,0,8,0,0
142010,0,0,0,0,0,0,0,0,6.2,0,4.4
4379512,0,0,0,0,0,0,0,0,5.2,0,9.6
715800,0,0,0,0,0,1,0,0,22.6,0,3.6
4348899,0,0,0,0,0,0,0,0,27.8,0,0
1119609,0,0,0,0,0,0.8,0,0,2.2,0,0
516569,0,0,0,0,0,0,0,0.2,126.8,5,19.2
869850,0,0,0,13.2,0.2,0.4,0,1.4,0.4,1,0
634209,0,0,2.5,0,0.4,0.8,3,5.2,0.6,0,0
4434837,0,0,0,0,0.4,0,0,0,2.2,0,4.8
142471,0,0,0,0,0,0,0,0,14.4,0,0
590295,0,0,0,0,0,5.8,0,0,0.6,6.666666667,0
910426,0,0,0,0,0,0,0.666666667,0.6,0,5.333333333,0
578443,0,0,0,0,0,0,0,0,14,0,12.8
4307148,0,0,0,0,0,0,0,0,1.2,0,1.4
529067,0,0,0,0,0,0,0,0,0,0,2
736678,0,0,0,0,0,0,0,0,1.6,0,7
978208,0,0,0,0,0,0,0,0,0.4,0,6.2
2863,0,0,0,0,0,0,0,0,0,0,12.8
242145,0,0,0,0,0,0,0,0,0.8,0,13
1681404,0,0,0,0,0,0,0,0,0,0,8
1088815,0,0,0,0,0,0,0,0,0,0,103
151126,0,0,0,0,0,0.2,0,0,1.6,0,26.8
4413729,0,0,0,0,0.6,2,0,0,3.2,0.666666667,0
1068363,0,0,0,0,0,0,0,0,7.6,0,0
837640,0,0.4,108,15.6,62,126.2,54.66666667,0,0,0,2.4
239441,0,0,0,0.6,2.8,6.2,0,0,0,0,0
4481957,0,0,0,0,55.8,1.2,51,4.8,0.2,0,0.2
88221,0,0,0,0,0,0,0,0,0.6,0,2.2
34044,0,0,0,10.8,0,0,0,0,0,0,0
1001564,45.6,38.4,15.25,4.6,10.4,2.6,0.666666667,5,0.6,2.666666667,2.8
701151,0,0,0,1.2,0,0,0,0,0,0,2
355695,0,0,0,1.2,3.4,8.2,15,19.2,115.4,0,282.2
277071,0,0,0,0,0,0.4,1,0.6,3.6,0,8.6
580342,0,0,0,0,0,154.8,0,0,0,0,0
1129461,0,1,0.25,0.8,0.6,0.8,0,0.4,0,0.333333333,0
588755,0,0,0.25,1.4,4.2,2.6,1,4.2,0,2.333333333,0
4316928,0,0,0,0.4,0,0.4,0.333333333,0,0.2,5,0
331738,0,0,6.25,1.4,15,1.8,2.333333333,4.8,0,0.666666667,0
533589,3.2,10.6,4,0,1,2.6,0,2,0,0.666666667,0
720949,0,0,0,0.4,0.4,5.2,0,0.4,0,0,0
921110,0,0,6.5,0.4,0,0,0,0,0,0,0
737329,0.6,0,0,0,0.8,0.2,0,0,0,0,0
294254,0.4,0,8,0.2,1,0,0,0.8,0,0,0
317522,54.8,36.2,3.5,0.8,16.8,48.2,13,3.2,0,3,0
1100972,1.8,3,0.25,0,0.6,3.4,2.333333333,0.4,0,0.333333333,0
4468805,1.8,0,0.25,0,0.2,1.2,0,0.2,0,0,0
555860,29.6,103.4,125.5,12.2,136.4,42.8,43,51.2,4,3.666666667,0.2
586356,0,0,0.5,0,3.4,6.2,21,4.2,0.8,2,0.4
2052853,0,0,0,4,0,0.4,4,0,0.8,0,0
52379,3.4,12,15.5,1.4,22.6,3,13.66666667,5.4,0.2,0,0
4307974,0,0.2,1,0,1.2,0,0.333333333,1.2,0,0,0
1112364,0.2,16,37.25,11.2,125.6,32.4,190.6666667,41.8,3.6,2,2.6
4361407,0,0,0,25.4,26.8,15.6,68.33333333,38.6,92.4,1,17.8
340874,0,0,0,0,0,24.6,0,0,0.2,0,0
1883596,0,0,0,0,0,23.2,0,208.8,0,9.666666667,0
170020,0.6,115,128.25,112.2,119.4,124,261.3333333,155.6,17.8,10.33333333,4.4
13850,0,0,0,0.4,0,13,0,0,0,0,0
1015470,0,0,0,0,0,0,0,0,4,0,5.6
546268,0,0,0,0,0,0,0,0,4.6,0,0
4325377,0,0.8,0,0,0,0,0,0,0,0,0
514095,2.2,288.2,370.25,79.8,153.4,147.8,188.3333333,135.4,18.4,8.666666667,13
172753,3.2,28.8,54,11.4,12,23.4,87.33333333,132.4,9.8,4,64.4
1100798,0,0,0,0,0,0,0,0,51.6,0,0
734956,0,0,0,0,0,0.2,0,0,9.4,0,0
4318694,0.4,9.2,1.5,2,0.6,7.2,0.333333333,1,1,2,1.6
4439510,0,1.2,0.25,3,0.2,0,0,3.2,6.8,0,0
564961,15.8,80,131.5,29.8,26.8,22,50.66666667,43,1.8,2,4.6
98542,0,0,0,7,0,0,0,1.4,0,0.333333333,0
344422,0,0,1.25,1.4,0,0.8,2.666666667,7.8,0,0,0.6
520231,0,0,1,2.6,0,0,0,1.8,0,0,0
707653,0,0,0,2.4,0,8,9.333333333,0,0,0,0.8
585881,0,12.4,53.5,44.6,14.6,13.4,125,66.2,14.2,1.333333333,19
143746,0,0,0,0,0,0,0,0,1.8,0,0.4
148878,0,0,0,0,0,0,0,0,0,0,0
570344,0,0,0,0,0,0,0,0,11,0,2.8
322226,0,0,0,0,0,0,0,0,8.4,0,6.4
1108989,0,0,0,0,0,0.2,0,0,1,0,0.6
970359,0,0.2,0,4,12.4,11,214,117.4,41,7,36
212223,0,0,0,0,0,0,0,0,13.8,1.333333333,43.2
2679706,0,0,0,0,0,0,0,0,3.6,0,7.8
4417475,0,0,0,0,0,0,0,0,0.6,1.666666667,3.4
209577,0,0,0,0,0,0,0,0,16.8,0,9.4
257891,0,0,0,0,0,0,0,0,10.8,0,24.4
417101,0,0,0,0,0,0,0,0,8.6,0.333333333,6.6
555926,0,0,0,0,0,0,0,0,0,0,54.6
2720386,0,0,0,0,0,0,0,0,2,0,0
249034,0,0,0,0,0,0,0,0,14.8,0.666666667,1
3928395,0.2,2.2,15.25,0.6,0.6,0,0.333333333,2.8,0,3.333333333,0
548468,0,0.6,1.25,19.6,0.4,44.2,10.66666667,59.4,25.2,566.3333333,64.4
4393056,0.4,0,0.25,8.8,25.2,46.4,11,2,8.2,785,19.2
1058844,0,0,0,0.2,0,0.6,0.333333333,0,0,24,0
4397998,0,0,0,0,0.6,0,0,0.6,0.8,0,0
346056,0,1.6,0,0,0,0,0,0,128.8,0,2.4
509021,0,0,0,0,0,0,1,0.6,1.2,0,0
494339,0,0,0,0,0,0.6,0,0,11.6,1.333333333,11.4
331282,0,0,0,0,0,0.4,0,0,1,0.333333333,1.8
4297698,3,1.2,0,0,6.6,1.2,1,6.8,15.4,0.666666667,4
586505,22.6,24.6,6,0.2,188.4,21.4,29,119.2,219.4,98,129.6
607212,0.2,0.2,0,0,0.6,0.2,1,1,3.4,1,0.8
822489,0,0,0,0,0,0,1.333333333,0.4,14.4,0,5.4
568130,583,1.4,1,1.2,13.8,4.2,0,0,0,0.666666667,0
543890,21.4,0,0,0,0.6,0,0,0,0,0,0
348478,3,0,0,0,0,0,0,0,0,0,0
17329,0,0,0,0,0,5,4,4.8,56.6,0,18.4
326054,8.4,0,0,0,0.2,0,0,0,0.6,1,2.8
334409,0,0,0,0,1.2,0,0.666666667,0.2,1.4,0,512
102915,1.8,0,0,0,0.8,0.4,0,0.2,2.2,0,6.2
580992,0,0,0,0,0.2,0,0,0,1.2,0,8
222699,39.4,0,0.5,0,0,0,0,0,2.6,0.666666667,0.2
354042,0,0,0,0,0,0.4,0,0,0,0,9.6
237613,0,0,0,0,0,0,24.66666667,0.2,19.4,19.33333333,4.2
1052559,0,0,0,0,0,0,0,0,0,0,33.4
133044,0,0,0,0,0,0,0,0.2,9.8,0,0
836331,0,0.2,0,0,0,0,0,1.8,4.8,0,0.6
696167,0,0,0,0,0,0,0,0,9.8,0,0
699257,0,0,0.75,0,0,1.6,0,2,0,0,0
3259009,0,0,0,0,0,0,0,0,4.4,0,1.6
754410,0,0,0,0,0,0,0,0,3.2,0,1
400524,0,0,0,0,0,0.4,0,0,1.4,0,2.4
4357324,0,162,0.5,0,0,0,53.66666667,7.8,20.2,9,6.6
589946,0,0,0,0,0,0,0,0,14.4,0,0.8
817507,0.6,0,0,8,11.6,30,0,0,0,0.333333333,0.8
4388385,0,0,0,7.6,1.4,88.8,0,0.4,0.2,0,0
563957,0,0,0,15,0,180.8,0.333333333,0,0,0,0
578761,0,0,0,0,0,0,1.666666667,0,0,0,0
843074,0,0,0,0,0,0,0.333333333,0,0,0,0
316649,0,0,0,0,0,0,0.333333333,0.2,0.4,0,2.6
1141071,0,0,0,0.2,0,171,0,0,0,0,0
407459,0,0,0,0.2,0,12.8,0,0,0.2,0,0
565413,0,0,0,0,0,0,1,0,4,0,0
154174,0,0,0,0,0,0.4,2,0.6,129.2,3,14.2
541299,0,0,0,0,2.4,3,0,7.2,41.6,21.66666667,1.8
4328978,0,9.4,0,0.6,9,48.8,0,0,60.2,2,0.8
1049750,0,0,0,0,0,0,0,0,0.4,3.333333333,0.4
4339358,0.4,0,0,0,0.2,0,10.66666667,2.6,0,0,2.4
227434,0,0,0,0,0.2,0.4,0.666666667,0,0.6,0,0
4373482,0,0,0,0,0,0,14.33333333,0.4,0,64.33333333,0
288283,19.4,18.2,8.25,3.6,10,39.6,3.666666667,1.8,3.6,1.666666667,0
998905,0.4,0,1.5,0,0.4,1.4,4.666666667,1.2,0.2,14.33333333,10.8
4304512,0,23.4,0,0,0,0,0,0,0,0,0.2
350938,0,0,0,135.2,0,0,34.66666667,0,0,0,0
346085,0,0,0,41.8,0,0,0,0,0,0,0
349041,0,0,0,0,0,0,0,0,0,0,0
323791,3.4,0,4.5,2.4,0.2,2.4,0,0,0,0,0
4424907,163,0,0,0.2,6.2,0.4,0,0,0,1,0
521073,156.4,32.6,3,43.2,14.8,8.2,11.33333333,14.8,17.8,2.666666667,13.6
574749,5,0,0,0.8,0,0.6,0,0,0,0,0
963779,8.2,0.2,0,0,0,0,0,0,0,0,0
351849,227.2,0,0,0.6,1,0.8,3.666666667,0.4,0.4,3.333333333,0.6
165611,0.2,0.2,0,0,1,0.2,2.333333333,0.2,0,0.333333333,0.4
4760,0,0,0,0.2,0,0.4,0,0.4,3.4,0.666666667,3.2
212879,1.4,0,1.5,0,0.8,1.4,1.666666667,0.4,2.6,2.333333333,1.8
643544,0,0.2,1,1.2,3.8,6,9,6.6,0.8,3.666666667,3.2
537664,0,0.2,1.75,0,4.8,0.4,1.333333333,1,1.8,1,0.8
544561,0,0,0,0,0,0,0,0,2.8,0,0.2
577123,0,0,0,0,0,0,0,0,0,0,0
4304056,7.6,0.8,0.25,0,0,0,0,0,0,0,0
5364,216.8,276.2,0.5,0.8,1.2,0,0,0,0.2,0.333333333,0
103410,5,0.4,0,0,0,0.4,0,0,0,0,2
336364,7.4,0.2,18.25,3.6,14.4,1.8,0.333333333,1.2,1.2,2.333333333,2.8
225279,0,0,1,0,1,0,0.333333333,0,0,0,0.6
750263,0,0,0,0,0,0,0,0,6.2,0,2.4
63558,0,0,0,0,0,0,0.666666667,44.4,0,0,0
4472608,0,0,0,0,0,0,119.3333333,7.2,0,0,0
62406,0,9.2,0,0,143.2,1,68,360.4,278.6,646.6666667,0.2
523224,0,0,0,0,0,0,0,0,0.2,0,4.2
573135,0,0,0,0,0.8,0.2,0,3.2,51,1,6.6
338517,0,0,0,0,0.6,0,0,0.2,2,0.333333333,5.2
4377104,0,0,0,0,0,0,0,0.6,4.2,0,0.4
567840,0,0,0,0.2,6.2,7.8,403.6666667,83,39.6,30.66666667,2.4
709971,0,0,0,0,0.2,0,10,1.4,1.4,25.66666667,0
676066,0.2,0,0.75,0,4.6,0.2,0.666666667,0.2,0.2,0,0.4
560403,0,0,0.75,0,0,0.2,0,0.4,0.2,0,0
4419310,0,0,0,0,0,0,0,0,0,0,0
221589,0,0,1.5,0,0,0,0,0,0.6,0,0.6
511627,0,0,0,0,0,0,0,0,0.6,0,17
4366206,0,0,0,0,0,0,0,0,0,0,11
1146390,0,0,0,0,0,0,0,1.2,5.6,0,12.4
347428,0,0,0,0,0,0,0,0.4,5.4,1.666666667,6.2
182489,0,0,0,0,0,0,0,0.2,10,2.333333333,11.6
269781,0.2,0,0,0.4,3.4,3.4,4,5.6,1.2,3.333333333,1.8
551756,0,0,0,0,0,0,0,0,1.2,0,3
527906,0,9.6,1.25,0,24.8,0.6,0,1.6,2.6,9.666666667,2.4
218772,0,0.2,0.25,0,0,0,0,0,0,0,802.4
208637,0,0,0,0,0,0,0,0,2.6,0.666666667,0
345333,0,0,0,0,0.2,0,0,0,17.6,0,99.6
934326,0,0,0,0,0.2,0,3,1.8,51.6,0,3.8
577289,0,0,0,0,0,11.2,0,0,3.2,0,0
323954,0,0,0,0,0.8,0,0,0.2,0.6,0,7.4
4368451,0,0,0,0,0,0,0,0,0.2,0,10.6
545515,0,0,0,0,0,0.4,0,0,2.6,1,7.6
552671,0,1.2,0,0,1.2,2.2,1,0.8,0.4,0,6
586388,0.2,0,0,0,0,1.8,0,0.8,3.8,4.333333333,10.6
632387,0,0,0.25,0.6,4.4,5.4,2,0,4.6,3.666666667,1.2
278399,0,0,1.5,0.2,4,5.2,4.333333333,4.8,6.6,6.666666667,0.4
549666,0,0,0,0,0,0,6.666666667,1,0,0,0
321409,0,0,0,0,0,0,0.666666667,3.6,0.6,0,0.6
746799,0,0.2,1,0,0,0,0,0.4,0,0,0
4333746,0,0,0,0,0,0,0,0,0.8,0,0
278225,0,0,0,0,1.2,0,2.333333333,4.4,7,29.66666667,1.6
656520,0,0,35.75,2.2,12,10.2,11.33333333,8.8,4.4,6.666666667,0.2
683891,0,0,0,0,0,0,11,122.6,6.6,0,14.6
4364412,0,0,0,0,0,0,0,0,1.2,0,0
709657,0,0,0,0,0,0,0,0,4,0,7.6
937999,0,0,0,0,0,0,0,0,0.6,0,37
574416,0,0,0,0,0,0,0,0,0,0,7.2
254401,0,0,0,0,0,0,0,0,2.8,0,2
407742,0,0.2,0,0,0,0,0,0,1.4,0,0
1076759,0,0,0,0,0,0.4,0,0.4,2.2,9.666666667,1.4
144291,0,0,0,0,0,0,0,0,0,0,1
309755,0,0,0,0,0,0,0,0,0,0,0
4366200,0,0,0,0,0,0,0,0,0,0,3.4
682355,0,0,0,0,0,0,0,0,4,0,0
4305126,0,0,0,0,0,0,0,36.4,0,4,4.2
553501,0,0,0,0,0,0,0,0,0,0,0.4
912160,0,0,0,0,0,0,0.666666667,2.2,1,0,2.2
1897510,0,0,0,0,0,0,0,0,0,0,33.2
1124975,0,0,0,0,0,0,0,0,0,0,6.6
1131545,0,0,0,0,0,0,0,0,2.2,0,4.8
824783,0,0,0,0,0,0,0,0,2.4,0,1.8
660746,0,0,0,0,0,0,1,5.6,0,3,0
226704,0,0,0,0,0,0,0,0,0,0,28.6
4472969,0,0,0,0,0,0,0,0,1.2,0,12.6
1008207,0,0,0,0,0,0,0,0,4.8,0,14.4
856536,0,0,0,0,0,0,1.333333333,0.6,0.4,0,2.6
565604,0,0,0,0,0,0,0,4,1.2,0,9.8
4434039,0,0,0,0,0,0,0,0,14.4,0,4
4480240,0,0,0,0,0,0,0.333333333,0.8,123.2,0,4.6
509881,0,0,0,0,0,0,0,0,0,0,6.6
333731,0,0,0,0,0,0,0.666666667,0,0.4,0,10
1503863,0,0,0,0,0,0,0,0,5.2,0,3.4
4458848,0,0,0,0,0,0,0,0,3.4,0,0
278075,0,0,0,0,0,0,0,1.4,43.2,88.33333333,0.6
240501,0,0,0,0,0,0.6,0,78,0,0,0
249211,0,0,0,0,0,0,0.666666667,1.2,16.2,13.66666667,180.4
4302532,0,0,0,0.6,89.6,14.4,40.33333333,0,2.2,0,0
1134737,0,0,0,0,0,0,0.333333333,0,0,0,0
1111283,0,0,0,0,0,0,0,0.6,9.8,0,0.2
541340,0,0,0,0,0,0,0,0,14.6,0,6.2
159038,0,0,0,0,0,0,4,2.2,1.8,96,0.4
185100,0,0,0,0,97,0,0,0.6,0,0,0
821602,0,0.4,0,0,2.6,0,1.333333333,57,0,0,0.2
388951,36.8,1.8,0,83.8,89.8,23,60.33333333,40.8,20.4,76.66666667,0
155859,0.6,0,0,1.6,0.8,0.4,0,0.4,0.8,0,0
172202,0.4,0,0,1.2,0.2,0.2,0,1.4,0.4,0.666666667,0
4449458,452,61.2,0,1853,1935.2,510.4,510.6666667,1273.6,609.4,1295.333333,0.2
4450795,1,0,0,2.4,4.4,2,3.666666667,3.6,0.8,5.333333333,0
515265,0.8,0.2,0,9,15.6,3.4,3,5.4,5.2,5.333333333,0
4422794,0,0.8,0,0,1.6,0,0,0,0,0,0
4482374,0.4,1.6,0,0.8,10,0.2,0.666666667,4.2,0.8,3.666666667,0
339132,2.6,0,1,0,0.4,0.2,0.333333333,0.4,0,0,0
759061,838.4,43.8,32.75,116.2,81.2,119.4,170.3333333,104.4,5.8,34.33333333,0.4
274365,1.6,0,0,0,0,0,0,0.2,0,0,0
3944484,15.2,2.6,1,3.8,3.4,4,3.333333333,4.2,0.2,2,0
30929,0,0,0,0,0,0,0,0.8,0,0,0
513078,1770.2,1050.2,1045.5,3.2,319.2,583.2,282,541.6,800.2,112,1738.4
542725,2.4,1,4.25,0.4,5,2,0,29.6,0,0,0
213522,5,3.2,4.25,0,1.4,1.2,1,0.8,3.8,0,6.2
4456892,3.2,0.8,1.25,0,1.6,1.2,1,1.6,1.2,0,1
4360511,41.4,22.6,24,0.2,10.2,13.6,8,17,35.6,3.666666667,39.6
4331183,5.4,5.2,2.25,0,1,0.8,1,0,1.6,0.333333333,4
569459,0,0.2,0.25,0,0,0.4,0,0.4,0.4,0.333333333,0